OTU	barcode01	barcode02	barcode13	barcode14	barcode25	barcode26	barcode37	barcode38	barcode49	barcode50	barcode61	barcode62	barcode73	barcode74	barcode85	barcode86	Kingdom	Phylum	Class	Order	Family	Genus	Species
FLASV19154.1366	1	3	1	0	0	1	0	2	1	1	0	1	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Xanthomonadales	 f__Xanthomonadaceae	 g__Thermomonas	 s__Thermomonas_carbonis
FLASV19156.1326	24	2	23	8	20	12	0	1	0	2	4	0	7	0	0	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Ardenticatenales	 f__Ca_Promineofilaceae	 g__Ca_Promineofilum	 s__midas_s_1085
FLASV19157.1344	0	4	0	1	2	1	0	1	0	3	2	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	 s__midas_s_13822
FLASV19163.1377	1	0	0	1	1	0	4	0	0	0	0	0	0	1	0	0	k__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__DEV007	 g__midas_g_2202	 s__midas_s_2202
FLASV19166.1377	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	k__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Polyangiaceae	 g__Pajaroellobacter	 s__midas_s_2779
FLASV19168.1352	4	2	2	1	2	0	0	2	0	3	1	0	4	0	1	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Ruminococcus_torques_group	 s__Ruminococcus_faecis
FLASV1917.1442	1	0	4	5	1	4	4	0	0	0	0	0	1	5	1	0	k__Bacteria	 p__Bacteroidota	 c__Ignavibacteria	 o__SJA-28	 f__midas_f_31	 g__midas_g_31	 s__midas_s_398
FLASV19170.1309	19	3	12	1	9	3	9	16	3	36	7	14	15	8	6	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__midas_g_2171	 s__midas_s_2171
FLASV19174.1322	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Peptostreptococcaceae	 g__Paraclostridium	 s__midas_s_2984
FLASV19177.1356	0	3	0	2	0	0	0	1	1	0	0	0	0	1	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidetes_vadinHA17	 g__midas_g_3337	 s__midas_s_3736
FLASV1918.1444	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__midas_g_111	 s__midas_s_1918
FLASV19180.1310	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Thiotrichales	 f__Thiotrichaceae	 g__Thiothrix	 s__midas_s_1351
FLASV19182.1361	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Moraxellaceae	 g__Acinetobacter	 s__midas_s_6848
FLASV19183.1354	2	0	3	0	3	0	28	15	7	37	7	11	8	0	9	0	k__Bacteria	 p__Bacteroidota	 c__Ignavibacteria	 o__Ignavibacteriales	 f__PHOS-HE36	 g__midas_g_179	 s__midas_s_179
FLASV19184.1319	31	2	32	2	15	6	0	0	2	1	3	0	9	0	5	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__C10-SB1A	 f__Amarolineaceae	 g__Ca_Sarcinithrix	 s__midas_s_2699
FLASV19185.1338	6	0	13	0	13	0	6	1	5	0	6	0	3	0	19	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__midas_g_1226	 s__midas_s_4566
FLASV19186.1304	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__RBG-13-54-9	 f__Ca_Brachytrichaceae	 g__midas_g_7252	 s__midas_s_7252
FLASV19187.1341	3	5	3	5	0	2	0	2	0	0	2	1	4	0	1	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Clostridiaceae	 g__Proteiniclasticum	 s__midas_s_2123
FLASV19189.1304	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__RBG-13-54-9	 f__Ca_Brachytrichaceae	 g__midas_g_1929	 s__midas_s_1929
FLASV1919.1412	4	9	8	3	7	2	2	4	1	6	3	4	4	0	1	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Xanthobacteraceae	 g__midas_g_1919	 s__midas_s_1919
FLASV19193.1361	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Rhodocyclaceae	 g__Propionivibrio	 s__midas_s_421
FLASV19198.1350	0	50	0	0	0	2	0	0	0	0	1	0	0	2	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Leptothrix	 s__midas_s_345
FLASV19199.1334	0	0	0	1	0	1	4	0	11	0	0	0	0	0	0	0	k__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__midas_f_6368	 g__midas_g_8390	 s__midas_s_9839
FLASV192.1408	0	0	1	3	0	3	0	22	0	24	3	7	0	2	6	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__midas_g_75	 s__midas_s_192
FLASV1920.1426	0	3	0	0	0	0	0	0	0	0	0	0	3	1	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Peptostreptococcaceae	 g__Intestinibacter	 s__Intestinibacter_bartlettii
FLASV19200.1325	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Patescibacteria	 c__Gracilibacteria	 o__midas_o_8167	 f__midas_f_13350	 g__midas_g_19200	 s__midas_s_19200
