barcode85,125864
barcode26,120525
barcode73,191146
barcode13,224485
barcode49,81033
barcode01,269196
barcode86,33
barcode37,133070
barcode38,109926
barcode14,125773
barcode02,231642
barcode62,78576
barcode50,185375
barcode61,76232
barcode25,165024
barcode74,229494
