#OTU ID	barcode85	barcode26	barcode73	barcode13	barcode49	barcode01	barcode86	barcode37	barcode38	barcode14	barcode02	barcode62	barcode50	barcode61	barcode25	barcode74
Zotu2	739	3753	2011	1597	3875	1948	0	9880	3312	5204	326	1948	5313	351	836	70
Zotu5	640	1449	2082	5697	244	6782	0	527	135	1488	196	56	199	521	3700	1114
Zotu531	38	36	27	46	53	28	1	90	52	28	74	41	89	13	39	0
Zotu1298	16	22	35	29	5	37	0	7	5	15	18	4	15	18	18	58
Zotu14	299	689	952	2739	31	3200	0	88	46	739	92	21	74	218	1770	290
Zotu1918	14	25	7	6	3	6	0	4	16	17	8	13	40	5	7	1
Zotu1295	37	0	63	1	0	0	0	0	0	0	19	0	0	20	0	26
Zotu1	11159	2935	25222	4211	1027	4674	0	1932	2120	3690	3585	957	3041	7853	2584	2497
Zotu41	261	295	354	541	55	464	0	55	379	270	508	259	752	197	393	95
Zotu1841	28	0	45	13	1	14	0	1	5	1	2	3	12	17	11	0
Zotu19	746	166	398	677	159	826	0	257	564	170	1545	555	1328	316	639	4
Zotu840	40	50	44	36	11	18	0	13	26	48	37	27	60	22	39	22
Zotu40	1229	402	618	518	79	646	0	70	83	361	153	95	242	486	566	92
Zotu2467	11	1	18	10	17	6	0	28	4	6	11	2	23	9	8	2
Zotu1123	70	4	44	12	0	6	0	0	2	6	4	1	7	23	7	2
Zotu3794	5	2	3	3	0	5	0	1	2	5	0	0	3	2	3	12
Zotu30	276	313	541	428	90	527	0	142	88	240	312	69	144	221	300	1153
Zotu940	22	14	23	12	1	15	0	6	15	7	6	22	44	14	10	24
Zotu724	21	29	55	4	4	10	0	15	40	51	52	10	66	37	5	29
Zotu13	3538	53	2703	802	1	1020	0	0	0	35	12	0	1	1746	659	454
Zotu49	180	58	991	1118	0	1317	0	3	2	71	4	3	5	89	558	4
Zotu58	206	358	147	150	189	192	0	294	188	312	378	201	501	118	128	36
Zotu72	318	572	390	232	52	308	0	56	67	508	133	50	180	171	218	21
Zotu925	18	34	27	11	1	16	0	2	9	27	56	5	25	15	12	1
Zotu1386	42	27	17	20	5	6	0	1	19	22	7	29	69	12	17	6
Zotu1782	7	0	1	3	20	3	0	59	2	0	21	3	2	1	0	26
Zotu93	342	129	365	331	164	564	0	289	57	188	310	31	80	171	275	5
Zotu2287	9	14	6	19	1	12	0	0	1	18	2	0	0	2	9	7
Zotu2034	8	42	10	29	0	34	0	0	1	25	2	0	1	8	17	6
Zotu512	19	8	47	51	19	53	0	26	56	2	7	42	131	16	45	131
Zotu264	43	76	53	358	3	367	0	8	9	87	24	3	17	17	226	6
Zotu352	314	46	154	69	17	69	0	25	13	27	71	16	46	128	106	12
Zotu166	28	2	17	403	256	381	0	377	3	6	3	1	7	7	295	1
Zotu38	434	497	682	432	183	534	0	281	549	408	417	210	822	292	236	138
Zotu178	247	138	209	31	215	49	0	220	97	134	13	75	213	128	29	104
Zotu806	14	11	5	9	39	7	0	55	17	25	58	11	36	6	6	27
Zotu1280	20	1	80	0	1	0	0	0	2	0	0	2	9	20	4	10
Zotu1022	18	40	27	0	0	0	0	2	8	14	46	12	30	27	0	0
Zotu89	140	53	276	372	116	338	0	218	152	63	245	100	300	89	214	108
Zotu4	2875	3359	4721	2610	1152	3695	0	2064	3697	2762	3025	1564	5750	1848	1526	1109
Zotu71	376	302	667	428	59	451	0	89	50	214	309	42	110	276	301	184
Zotu56	111	112	208	1268	20	1472	0	38	16	96	161	10	17	98	849	56
Zotu243	56	52	98	94	20	103	0	17	17	51	61	11	39	47	56	206
Zotu409	116	0	164	179	1	223	0	0	0	1	5	0	0	77	176	3
Zotu208	139	155	115	94	48	169	0	73	283	132	142	137	556	57	54	270
Zotu427	99	1	142	209	0	101	0	1	11	6	11	6	26	100	162	10
Zotu17	601	439	899	284	62	295	0	76	524	457	3512	318	953	466	168	294
Zotu811	42	41	27	61	11	47	0	13	19	55	21	12	0	21	34	0
Zotu669	40	28	40	33	13	38	0	36	47	32	44	31	75	9	24	0
Zotu69	196	42	280	309	71	313	0	137	62	37	44	54	134	131	177	610
Zotu492	124	3	166	63	0	81	0	1	0	8	6	0	0	54	32	0
Zotu6	1444	1332	3590	3703	843	4387	0	2317	942	1939	118	611	1700	594	2154	69
Zotu200	108	35	96	116	0	141	0	5	71	53	333	40	95	67	103	43
Zotu777	24	9	38	34	47	37	0	52	13	12	34	18	34	18	14	10
Zotu141	126	62	219	275	18	265	0	36	75	72	121	54	148	67	195	86
Zotu3808	7	13	13	6	2	7	0	7	19	22	13	4	31	8	3	22
Zotu97	263	241	430	191	54	287	0	144	168	186	234	91	263	173	114	53
Zotu52	407	135	699	454	0	382	0	2	98	201	1283	73	177	280	334	156
Zotu7	608	851	323	530	56	3216	0	129	4204	672	2082	3260	3184	101	1734	206
Zotu1599	16	2	31	28	0	23	0	0	3	4	1	1	6	12	13	9
Zotu543	23	10	26	26	0	23	0	0	55	8	114	57	130	12	22	51
Zotu1224	69	5	60	3	3	1	0	5	2	13	5	1	3	48	2	0
Zotu1421	18	30	8	13	3	17	0	15	26	30	12	18	59	5	2	10
Zotu1265	19	33	11	14	5	21	0	1	27	21	10	10	48	11	9	13
Zotu380	80	74	27	14	15	52	0	29	32	104	338	34	30	47	36	55
Zotu613	92	0	54	17	0	19	0	0	73	4	35	69	132	55	16	1
Zotu433	42	44	85	113	8	124	0	5	18	62	89	9	23	24	90	125
Zotu34	805	331	535	447	13	461	0	15	369	281	414	164	566	479	301	341
Zotu45	302	267	373	441	137	549	0	253	301	209	616	261	652	209	299	327
Zotu194	96	117	168	150	30	162	0	80	30	122	115	18	42	73	83	744
Zotu532	37	27	49	63	1	70	0	0	52	22	103	32	95	13	53	6
Zotu294	39	26	82	35	173	35	0	187	4	15	45	6	9	27	14	27
Zotu53	146	123	126	1182	1	1729	0	0	210	168	721	130	374	47	696	53
Zotu245	1	164	1	220	19	272	0	15	311	105	59	145	401	0	118	1
Zotu46	205	1237	108	9	1	0	0	1	137	1152	179	236	405	62	0	163
Zotu1367	47	17	37	96	14	67	0	24	1	8	7	0	3	22	34	2
Zotu24	447	790	407	659	265	626	0	292	567	506	645	567	1211	302	832	99
Zotu443	41	26	67	44	18	82	0	26	8	29	42	6	23	10	28	130
Zotu324	82	52	123	145	5	154	0	4	58	68	111	37	128	49	102	338
Zotu2147	13	17	19	10	2	23	0	3	4	13	6	1	10	15	6	19
Zotu1200	41	2	108	20	0	45	0	0	3	2	15	2	1	27	18	1
Zotu2075	19	20	3	2	0	0	0	0	4	48	47	2	8	8	0	0
Zotu113	117	458	91	41	74	72	0	92	193	346	334	182	484	59	60	78
Zotu106	173	230	273	162	82	256	0	115	219	173	195	99	307	137	98	66
Zotu911	182	1	6	15	0	4	0	2	6	2	63	12	7	93	8	4
Zotu363	63	66	122	176	37	136	0	61	15	56	55	9	32	23	114	26
Zotu48	388	222	344	941	117	1114	0	225	154	213	335	98	173	248	802	43
Zotu37	205	332	153	545	272	318	0	388	384	121	175	585	1576	147	638	53
Zotu39	358	335	782	1478	314	1496	0	569	89	392	124	84	201	252	952	1
Zotu292	113	14	127	107	2	100	0	1	146	9	48	116	235	80	80	20
Zotu784	20	5	38	44	21	57	0	40	27	7	41	26	39	15	16	2
Zotu15	736	186	1056	1313	94	1497	0	167	629	134	1207	476	1332	612	738	22
Zotu505	45	58	78	53	15	71	0	22	67	41	33	32	121	31	22	20
Zotu35	31	230	67	90	473	111	0	887	956	341	551	476	1382	11	35	76
Zotu289	170	127	70	56	61	26	0	90	38	148	32	44	34	34	80	3
Zotu474	95	33	15	5	0	12	0	0	63	35	106	56	116	33	9	0
Zotu225	41	124	55	323	0	395	0	0	27	109	4	28	51	33	223	0
Zotu3365	20	2	6	5	0	7	0	0	0	3	7	1	0	1	6	1
Zotu172	276	178	563	232	152	200	0	251	115	110	45	73	223	183	164	0
Zotu839	2	67	12	27	0	42	0	0	3	54	8	1	5	1	25	7
Zotu153	102	0	209	192	0	286	0	0	63	2	5	60	127	54	506	0
Zotu206	182	100	190	104	6	85	0	15	139	111	168	106	249	113	78	7
Zotu272	49	111	118	77	87	81	0	168	4	135	2	6	13	25	47	1
Zotu1274	39	0	8	29	7	36	0	13	4	1	11	2	1	17	30	1
Zotu1195	1	2	0	1	0	1	0	0	5	1	8	8	8	0	2	137
Zotu261	178	34	100	11	1	12	0	0	137	27	176	46	225	148	12	9
Zotu1229	20	3	26	6	0	5	0	0	20	3	15	10	33	7	3	0
Zotu1241	64	2	61	4	2	1	0	0	0	2	2	0	2	35	1	2
Zotu2736	12	0	10	31	0	35	0	0	0	0	0	0	0	3	14	1
Zotu809	22	8	21	40	11	50	0	28	27	13	16	30	107	7	67	4
Zotu3453	12	0	5	2	0	3	0	0	3	1	0	0	0	3	0	1
Zotu473	22	64	112	12	14	25	0	14	70	111	33	26	128	21	7	90
Zotu431	146	29	158	103	0	96	0	0	0	35	6	1	1	69	64	0
Zotu12	994	1238	907	786	209	894	0	251	769	1295	1968	660	1219	475	589	397
Zotu1880	20	0	14	16	4	28	0	12	13	1	22	4	28	8	7	1
Zotu3616	1	6	3	0	0	0	0	0	9	4	22	2	18	0	2	2
Zotu103	518	321	276	3	238	3	0	344	57	247	205	28	86	289	2	23
Zotu1790	54	4	65	33	5	38	0	5	13	6	10	4	0	32	36	0
Zotu446	111	75	29	19	29	9	0	55	22	73	13	23	31	15	35	0
Zotu8	1501	3057	2745	2881	397	3288	0	470	913	2689	3825	481	1451	1386	1742	80
Zotu101	192	44	376	241	208	251	0	307	212	43	81	145	418	108	179	84
Zotu3207	9	0	18	0	0	1	0	0	0	0	0	0	0	26	0	0
Zotu2163	11	0	7	10	0	11	0	8	13	1	29	6	9	4	4	6
Zotu295	87	20	157	265	14	284	0	10	22	23	55	12	48	51	194	72
Zotu1742	42	0	49	9	7	4	0	14	1	0	2	0	0	23	1	0
Zotu3254	2	1	1	2	0	1	0	2	0	1	0	0	1	1	0	11
Zotu1438	19	20	28	18	18	11	0	5	21	12	12	12	24	11	25	5
Zotu3574	10	8	8	2	8	4	0	7	11	7	8	3	16	1	4	4
Zotu140	96	96	244	269	30	309	0	28	191	96	428	133	398	105	183	7
Zotu519	209	4	454	1	0	0	0	0	4	7	218	4	3	125	1	0
Zotu300	104	131	145	70	135	96	0	167	66	135	118	44	90	46	91	3
Zotu915	28	45	16	14	41	15	0	42	23	41	5	18	29	7	26	1
Zotu104	340	67	668	440	1	518	0	1	80	70	6	47	137	297	294	0
Zotu1458	66	2	96	0	0	0	0	0	1	2	169	1	6	28	0	0
Zotu998	17	14	22	39	8	56	0	14	9	32	17	4	16	4	13	32
Zotu193	155	184	242	112	43	145	0	69	98	133	131	41	170	105	60	27
Zotu801	39	1	32	40	103	58	0	161	13	1	13	7	1	13	49	0
Zotu623	4	58	12	13	12	5	0	20	35	82	34	15	51	5	3	5
Zotu125	105	99	148	149	40	149	0	63	102	66	135	76	204	70	110	226
Zotu2539	4	8	7	8	0	11	0	2	0	28	3	2	6	2	4	3
Zotu860	17	30	40	33	6	34	0	8	4	27	86	1	4	16	11	10
Zotu1068	83	3	40	84	1	100	0	0	1	6	0	0	3	11	78	1
Zotu348	69	97	181	35	15	73	0	46	26	137	99	12	38	80	32	35
Zotu318	104	8	190	60	51	75	0	96	16	6	121	13	33	68	39	24
Zotu725	26	2	79	47	9	49	0	18	20	6	52	9	39	24	31	94
Zotu85	189	39	361	620	11	691	0	35	3	61	84	2	10	81	355	56
Zotu643	181	1	15	0	0	1	0	0	0	3	74	0	0	132	0	66
Zotu650	55	18	31	6	29	10	0	35	36	4	146	16	117	9	3	0
Zotu383	82	18	128	115	71	135	0	112	20	21	108	10	29	65	72	74
Zotu279	153	52	329	256	58	242	0	72	9	74	27	10	21	97	146	3
Zotu151	93	82	114	285	65	337	0	132	59	104	196	27	89	31	205	119
Zotu269	62	31	120	104	0	114	0	1	77	48	269	56	165	22	72	4
Zotu190	144	131	227	260	53	265	0	79	15	150	45	16	44	110	146	19
Zotu136	173	55	208	469	132	455	0	193	4	52	0	3	2	96	320	22
Zotu175	43	121	11	194	307	202	0	394	2	87	1	1	1	13	151	8
Zotu1816	10	5	10	3	0	0	0	0	8	5	0	8	23	11	1	0
Zotu4221	6	6	6	6	0	14	0	1	10	3	6	2	9	5	2	3
Zotu80	390	6	682	654	24	874	0	35	7	6	5	7	13	218	346	19
Zotu1121	43	6	57	9	3	70	0	13	10	16	43	8	7	8	28	0
Zotu77	363	109	321	908	98	870	0	170	59	80	222	46	59	207	731	0
Zotu642	74	3	40	0	31	1	0	33	63	9	84	57	99	38	1	0
Zotu1564	35	2	33	13	5	42	0	7	5	2	26	2	2	14	11	0
Zotu2045	7	6	21	1	0	1	0	0	1	2	24	0	7	5	0	3
Zotu736	93	72	47	9	12	7	0	19	2	53	9	5	12	46	4	16
Zotu551	36	0	74	3	0	8	0	0	0	0	39	0	0	33	5	275
Zotu526	88	87	80	131	11	47	0	15	113	71	0	24	140	39	42	16
Zotu400	91	66	60	116	1	131	0	0	30	61	52	31	6	46	83	1
Zotu2959	3	0	2	0	0	0	0	2	6	3	0	14	19	1	0	1
Zotu428	82	0	101	252	1	279	0	2	0	0	10	0	0	75	129	0
Zotu737	201	22	122	8	1	8	0	1	18	21	176	16	34	135	6	26
Zotu18	656	794	1011	602	248	808	0	477	982	610	701	421	1600	453	358	298
Zotu145	261	172	135	381	48	380	0	58	128	159	103	79	251	146	250	59
Zotu74	204	172	122	53	52	38	0	51	358	92	61	591	1645	104	80	29
Zotu1362	18	0	8	60	21	59	0	37	0	0	0	0	0	5	35	0
Zotu220	331	48	692	7	0	17	0	0	75	29	354	73	90	167	13	1
Zotu326	75	29	46	34	10	20	0	11	198	119	171	143	361	48	19	33
Zotu95	200	35	288	270	186	242	0	330	0	34	56	1	1	118	195	3
Zotu25	441	145	970	647	0	657	0	1	140	202	1292	83	334	281	300	324
Zotu111	64	34	71	939	455	982	0	481	13	33	45	7	26	24	735	204
Zotu2606	12	0	20	6	0	1	0	0	4	0	5	6	14	5	5	10
Zotu518	18	24	34	57	0	77	0	0	12	36	68	13	30	5	32	1
Zotu10	55	655	79	6	12	69	0	33	1788	729	8695	1318	1468	22	29	5
Zotu23	394	458	411	429	106	550	0	223	279	569	938	197	609	188	321	864
Zotu44	134	194	182	250	33	315	0	79	770	163	377	737	1726	67	218	25
Zotu3382	21	3	12	3	0	3	0	0	0	5	0	0	0	17	17	0
Zotu1688	22	13	32	13	0	15	0	0	3	13	2	7	5	7	29	1
Zotu3283	30	7	13	9	0	13	0	0	0	9	0	0	0	12	18	0
Zotu257	102	101	176	131	0	137	0	1	96	87	185	58	149	81	119	27
Zotu3809	9	2	7	5	3	7	0	7	5	2	6	1	1	5	7	12
Zotu898	12	4	37	31	22	48	0	46	0	7	0	0	0	5	27	0
Zotu114	172	8	160	392	70	449	0	147	176	9	194	163	296	159	291	170
Zotu1604	30	0	8	7	5	35	0	9	12	1	16	5	29	11	10	2
Zotu50	906	240	447	136	87	151	0	99	230	170	422	137	347	512	88	273
Zotu903	38	0	58	92	0	85	0	0	3	2	40	0	3	29	44	22
Zotu4232	3	0	0	7	0	17	0	0	0	0	0	0	4	2	11	0
Zotu1191	6	14	25	14	17	22	0	12	9	19	29	21	39	13	15	13
Zotu393	52	104	95	59	1	59	0	3	21	166	47	14	44	25	28	65
Zotu76	311	180	322	419	118	381	0	169	160	163	115	133	299	145	327	139
Zotu495	11	123	6	6	1	8	0	0	41	93	73	45	129	12	6	5
Zotu1642	26	6	24	26	8	17	0	0	5	9	25	6	4	10	13	0
Zotu4411	3	0	0	1	0	3	0	0	0	0	1	0	1	3	2	1
Zotu425	43	82	37	29	17	56	0	17	80	94	59	32	123	71	19	165
Zotu263	148	37	73	5	85	5	0	91	134	41	102	103	228	67	3	113
Zotu98	255	239	214	180	246	176	0	326	147	241	307	105	283	143	159	22
Zotu288	81	111	91	137	24	139	0	31	190	174	137	46	267	69	62	126
Zotu298	61	64	109	311	11	324	0	18	1	53	16	2	6	56	246	5
Zotu3600	6	4	8	9	6	10	0	14	13	2	4	7	6	3	6	8
Zotu287	52	88	107	278	0	316	0	0	3	39	2	5	14	41	205	5
Zotu332	116	29	96	149	3	137	0	5	66	26	66	36	156	47	102	14
Zotu160	80	66	189	111	34	168	0	49	25	83	120	16	48	73	84	414
Zotu139	216	131	436	154	3	162	0	2	125	108	550	67	207	192	70	206
Zotu1464	35	0	11	0	2	0	0	6	13	5	16	21	36	12	0	1
Zotu239	201	85	309	60	23	67	0	13	24	44	14	10	39	81	22	15
Zotu1819	24	11	39	21	9	47	0	12	32	7	17	5	36	22	23	5
Zotu751	21	36	35	13	14	38	0	11	28	34	45	17	43	16	19	31
Zotu4170	7	3	7	11	28	3	0	31	2	11	6	3	9	3	3	3
Zotu618	42	19	69	97	1	94	0	2	7	16	17	2	10	29	64	0
Zotu262	162	9	107	34	0	133	0	0	67	16	491	54	82	39	122	12
Zotu169	128	117	193	145	52	267	0	94	108	68	189	68	206	98	110	26
Zotu134	194	158	417	218	126	275	0	190	54	99	127	54	140	182	127	89
Zotu265	19	61	5	112	31	96	0	62	94	40	193	77	114	6	140	34
Zotu470	3	43	8	5	128	12	0	239	1	65	25	0	2	1	1	2
Zotu302	85	20	109	116	7	166	0	20	46	53	87	51	128	37	159	1
Zotu1964	19	12	39	15	8	39	0	12	6	14	42	5	12	19	17	8
Zotu186	83	8	99	102	67	186	0	216	90	11	39	61	190	28	73	16
Zotu1905	4	3	8	9	0	14	0	1	6	3	14	7	15	2	12	5
Zotu304	40	71	26	5	0	4	0	1	112	47	92	156	321	21	9	1
Zotu83	154	61	779	458	16	624	0	28	1	91	1	4	0	61	256	2
Zotu3	88	1316	840	7422	68	6692	0	90	5859	529	539	5487	439	37	9452	35
Zotu92	375	11	702	354	0	437	0	8	0	21	55	2	5	144	209	64
Zotu1418	10	4	16	22	0	26	0	2	2	10	2	2	4	2	12	14
Zotu421	142	2	9	11	1	15	0	1	8	1	467	12	5	60	17	3
Zotu828	97	9	191	0	0	0	0	0	17	6	118	14	6	44	1	0
Zotu3261	5	2	4	0	0	0	0	0	5	4	20	7	15	8	0	8
Zotu150	163	16	227	572	2	693	0	1	4	15	8	4	2	117	406	5
Zotu2491	2	1	5	1	3	3	0	11	3	3	2	2	5	1	2	2
Zotu420	110	51	54	32	17	25	0	23	24	83	103	37	41	34	13	2
Zotu59	494	141	490	661	222	781	0	256	7	115	48	8	11	248	510	35
Zotu690	79	20	104	55	39	61	0	55	18	18	5	6	33	33	56	24
Zotu3424	26	0	12	0	0	0	0	0	0	0	3	0	0	20	0	0
Zotu307	140	0	129	368	0	449	0	0	0	0	1	0	0	56	187	0
Zotu1853	8	3	26	9	1	19	0	0	5	8	8	1	11	5	6	2
Zotu189	201	45	324	173	24	189	0	27	186	34	292	119	380	192	97	126
Zotu1013	54	1	76	58	8	48	0	10	2	1	11	2	4	24	53	0
Zotu2227	15	0	19	4	9	6	0	14	1	0	1	0	0	13	9	10
Zotu55	300	169	258	85	1	73	0	3	311	138	1394	190	534	234	48	2
Zotu335	116	60	74	51	124	62	0	104	17	51	47	18	48	44	45	49
Zotu646	15	15	18	62	4	30	0	2	32	25	98	38	305	5	69	2
Zotu1381	7	20	4	20	9	16	0	23	0	12	0	1	5	2	34	25
Zotu1983	23	0	33	2	5	2	0	7	0	0	0	0	0	56	0	1
Zotu1650	2	0	0	0	74	0	0	64	0	0	0	0	0	1	1	0
Zotu4008	208	63	513	84	18	82	0	33	39	75	71	16	63	131	47	51
Zotu78	217	357	346	269	87	273	0	127	134	428	449	83	223	135	148	91
Zotu60	63	45	77	300	119	276	0	219	411	45	280	336	1058	36	164	0
Zotu461	113	94	26	115	69	77	0	83	31	62	42	11	40	50	68	96
Zotu4196	5	5	0	3	1	4	0	1	2	2	0	4	2	1	0	3
Zotu1960	20	10	1	21	0	27	0	0	0	21	7	0	2	7	15	0
Zotu2264	28	0	8	0	5	1	0	13	9	1	16	15	14	16	1	0
Zotu865	44	6	36	70	6	54	0	19	0	16	1	0	0	11	102	0
Zotu3343	9	5	11	11	0	9	0	0	7	6	1	0	7	4	8	0
Zotu2181	5	2	15	5	1	5	0	1	2	5	18	0	0	9	0	2
Zotu31	38	268	197	1888	10	2226	0	31	2	374	3	0	1	27	1034	16
Zotu4453	7	0	6	0	0	0	0	0	0	0	0	0	2	2	7	1
Zotu935	16	10	61	52	11	56	0	11	0	5	1	0	0	9	36	0
Zotu740	25	8	52	28	14	32	0	12	62	12	105	27	87	28	24	12
Zotu2512	1	1	1	2	6	3	0	10	5	0	10	4	9	0	1	0
Zotu746	30	34	42	19	0	26	0	5	13	31	55	15	47	26	12	1
Zotu1543	6	12	7	13	0	6	0	0	9	5	22	11	17	7	9	0
Zotu602	33	52	34	24	19	42	0	33	86	80	50	22	105	22	13	63
Zotu149	229	87	397	92	36	105	0	39	105	81	67	90	217	170	52	70
Zotu528	34	37	41	49	35	48	0	63	34	45	76	40	107	21	48	13
Zotu831	20	0	20	2	18	5	0	56	35	0	0	19	56	10	6	0
Zotu529	85	2	6	3	12	2	0	14	12	4	395	15	21	26	2	33
Zotu4278	3	2	5	4	0	1	0	2	1	2	11	1	3	2	0	6
Zotu81	119	158	560	200	56	247	0	108	54	179	520	25	78	82	95	263
Zotu899	31	10	77	55	22	43	0	43	12	4	53	5	26	22	23	4
Zotu323	178	16	104	155	31	121	0	20	22	15	16	53	94	66	148	8
Zotu1120	12	6	12	2	1	4	0	1	16	10	21	32	27	7	6	0
Zotu63	198	342	178	683	3	690	0	5	185	290	174	111	204	115	465	33
Zotu171	111	117	82	274	64	263	0	76	92	80	80	71	156	74	299	8
Zotu553	35	0	125	140	0	191	0	1	0	0	0	0	0	19	71	0
Zotu567	28	39	45	44	14	63	0	26	24	33	47	13	38	15	10	45
Zotu177	142	171	114	136	90	52	0	107	103	130	88	185	248	72	53	2
Zotu3206	6	2	9	5	13	9	0	22	0	4	0	0	1	6	5	4
Zotu370	43	49	136	111	8	112	0	18	9	61	43	4	36	17	53	148
Zotu1842	19	1	16	12	34	14	0	29	1	1	2	1	1	12	15	0
Zotu608	38	3	9	39	39	57	0	55	20	8	78	49	94	4	37	0
Zotu3440	17	1	25	21	8	13	0	12	0	1	5	0	1	11	13	2
Zotu1525	11	8	19	13	2	13	0	3	7	3	5	3	13	10	12	0
Zotu207	311	108	310	93	0	193	0	1	26	76	24	21	80	136	132	8
Zotu424	100	27	230	11	7	7	0	14	32	22	149	27	24	58	36	5
Zotu1320	34	10	25	33	10	47	0	12	17	6	35	12	24	7	11	5
Zotu687	57	32	115	33	21	35	0	22	16	20	39	7	29	45	28	0
Zotu4461	10	1	4	1	0	3	0	0	0	0	0	0	0	4	2	0
Zotu1633	15	0	24	0	4	0	0	16	22	0	16	11	24	3	0	3
Zotu156	141	150	171	205	30	251	0	78	130	140	267	70	228	102	151	18
Zotu1430	30	17	9	19	33	16	0	33	12	26	6	5	10	7	18	1
Zotu331	198	68	205	24	0	32	0	0	27	55	49	15	69	77	14	74
Zotu82	166	146	191	242	224	273	0	363	107	122	115	111	223	103	167	78
Zotu716	17	18	20	22	26	19	0	39	20	36	256	12	50	6	21	0
Zotu121	123	37	268	286	222	297	0	293	21	19	11	16	55	83	194	4
Zotu154	70	56	149	700	0	803	0	1	24	48	114	23	43	44	508	17
Zotu562	31	83	23	44	1	15	0	0	75	78	13	49	118	15	26	2
Zotu2971	2	7	4	8	2	46	0	6	5	5	0	0	3	1	20	0
Zotu317	45	136	52	266	4	240	0	13	40	121	29	35	80	23	157	19
Zotu308	65	21	58	65	320	69	0	440	8	21	55	9	7	40	45	66
Zotu345	99	91	41	123	24	197	0	10	30	32	65	26	61	34	109	16
Zotu681	18	10	36	117	27	130	0	34	19	8	9	6	33	11	74	1
Zotu813	65	16	42	51	2	60	0	13	29	8	35	17	43	42	30	33
Zotu1073	24	2	18	44	0	50	0	0	11	1	14	6	32	12	37	0
Zotu1113	27	3	26	22	3	69	0	5	17	8	6	17	59	12	23	7
Zotu1647	9	12	7	5	0	12	0	2	31	9	8	39	57	3	14	1
Zotu1405	56	0	5	0	0	0	0	0	10	0	129	6	9	21	0	5
Zotu1637	9	3	16	24	1	31	0	1	17	1	0	6	31	8	13	15
Zotu229	62	73	200	86	22	96	0	49	78	131	80	22	114	43	57	125
Zotu586	49	19	10	0	1	0	0	0	3	11	143	5	15	28	0	153
Zotu677	18	17	45	24	4	31	0	10	4	12	29	2	10	17	16	77
Zotu322	148	59	96	136	104	166	0	104	3	62	3	4	4	47	181	0
Zotu96	80	2	163	618	5	663	0	7	4	4	2	0	1	55	463	0
Zotu2065	6	5	10	16	2	28	0	3	3	7	6	1	7	11	9	2
Zotu636	76	1	126	67	0	123	0	0	9	2	7	10	15	34	53	1
Zotu906	28	7	35	28	37	43	0	38	0	20	7	0	0	19	14	27
Zotu1114	25	3	10	62	8	33	0	8	13	2	1	5	21	14	53	0
Zotu4459	3	8	5	1	0	1	0	4	5	8	2	1	9	0	2	2
Zotu371	1	0	0	2	0	2	0	0	0	0	1	0	0	0	3	879
Zotu1827	7	3	3	23	2	26	0	6	7	2	2	4	16	6	16	0
Zotu241	67	48	48	67	123	62	0	176	140	36	25	110	230	29	53	0
Zotu640	23	68	62	63	6	73	0	13	3	66	3	1	4	21	59	9
Zotu1100	80	32	76	59	0	51	0	0	0	9	0	1	0	18	46	0
Zotu558	64	23	64	41	51	42	0	76	1	38	54	1	4	14	64	1
Zotu84	184	228	293	159	62	203	0	139	354	196	196	132	526	107	75	86
Zotu3173	2	16	9	3	6	3	0	11	1	11	15	3	3	0	4	1
Zotu1011	13	45	22	8	5	4	0	7	10	66	18	12	31	4	1	13
Zotu133	84	269	179	314	249	359	0	424	13	211	21	7	15	72	246	70
Zotu299	50	54	121	201	44	242	0	116	13	71	57	8	24	32	123	34
Zotu438	60	12	118	107	28	130	0	40	23	7	99	22	45	54	66	77
Zotu2864	13	4	11	6	3	16	0	2	2	6	12	3	11	6	5	3
Zotu638	2	4	0	0	0	1	0	0	35	7	37	37	89	0	1	255
Zotu233	138	120	97	126	19	154	0	37	16	98	200	12	28	73	78	120
Zotu2158	19	15	20	13	7	20	0	9	18	9	20	7	18	17	12	2
Zotu1338	18	15	34	16	0	23	0	7	13	18	30	8	18	13	15	85
Zotu3632	6	0	0	17	3	10	0	8	0	0	0	0	0	1	15	0
Zotu202	143	6	106	325	198	334	0	352	16	9	3	15	24	63	225	1
Zotu1571	25	0	42	11	5	4	0	11	3	2	10	2	7	15	27	0
Zotu563	61	1	80	95	1	107	0	0	2	6	2	1	1	24	127	0
Zotu99	182	278	230	511	384	567	0	568	160	200	29	128	307	87	440	136
Zotu2650	3	3	3	5	0	14	0	0	3	2	13	8	9	4	2	0
Zotu346	49	57	34	183	0	262	0	0	72	53	210	49	94	13	99	10
Zotu1246	19	49	0	0	3	0	0	6	10	58	61	5	27	11	0	1
Zotu1937	7	1	7	15	0	13	0	0	3	0	10	1	3	8	15	0
Zotu1066	21	15	23	41	74	41	0	117	2	13	4	1	4	7	34	2
Zotu62	50	82	467	529	92	887	0	215	87	125	2	86	179	17	361	1
Zotu534	75	65	178	110	17	118	0	26	3	62	1	6	6	52	67	2
Zotu197	34	36	28	297	2	320	0	6	10	38	330	4	16	14	166	32
Zotu2884	11	8	4	4	1	10	0	1	5	7	5	1	28	6	3	18
Zotu51	135	112	406	998	52	1100	0	125	49	172	22	26	68	98	534	112
Zotu119	188	133	312	357	46	370	0	74	148	102	192	92	239	135	196	65
Zotu550	28	40	55	33	13	42	0	10	11	30	17	6	14	21	20	229
Zotu187	51	12	185	155	24	33	0	8	32	8	205	257	79	67	239	687
