#OTU ID	barcode85	barcode26	barcode73	barcode13	barcode49	barcode01	barcode86	barcode37	barcode38	barcode14	barcode02	barcode62	barcode50	barcode61	barcode25	barcode74
Zotu2691	2	0	1	15	0	21	0	0	0	0	0	0	0	1	11	6
Zotu91	1	0	6	1274	0	1525	0	0	1	0	1	2	0	0	985	0
Zotu819	1	1	0	88	8	83	0	19	1	1	24	1	1	1	48	14
Zotu1887	1	28	0	0	11	1	0	11	9	33	121	7	13	0	0	34
Zotu4298	2	0	0	6	0	2	0	0	0	0	0	0	0	0	1	0
Zotu2909	1	1	3	13	0	12	0	0	0	1	0	0	0	2	23	0
Zotu3249	1	1	0	3	10	10	0	11	1	0	0	0	5	0	2	3
Zotu2943	1	3	2	2	0	3	0	1	4	1	8	3	7	0	2	30
Zotu3464	1	12	5	1	1	2	0	1	2	8	10	2	9	1	0	2
Zotu268	1	1	1	32	0	35	0	1	0	0	0	0	0	7	19	1124
Zotu4336	1	0	0	12	0	20	0	0	3	0	1	1	6	0	7	5
Zotu978	1	0	3	6	0	8	0	0	0	1	1	0	0	3	6	240
Zotu3782	1	3	0	4	8	7	0	25	1	4	18	3	4	1	3	1
Zotu4079	1	0	0	11	0	9	0	0	0	0	0	0	0	0	5	0
Zotu4276	1	0	0	0	26	1	0	49	1	1	11	1	0	0	0	0
Zotu1263	1	1	4	1	62	1	0	65	0	4	1	0	0	0	2	1
Zotu3042	1	17	0	0	0	0	0	0	3	13	27	1	3	0	0	0
Zotu2466	1	0	11	22	0	14	0	2	0	0	0	0	0	0	48	0
Zotu1260	1	0	3	0	2	1	0	3	31	0	3	25	47	1	2	1
Zotu2067	1	34	6	0	2	0	0	1	14	34	25	12	21	0	0	3
Zotu2443	1	0	4	2	0	5	0	0	17	1	2	13	10	0	4	2
Zotu1876	1	11	2	13	3	10	0	1	33	11	23	21	22	0	8	0
Zotu4088	1	2	0	0	0	2	0	1	2	1	0	0	0	0	0	0
Zotu3624	1	2	1	9	1	13	0	0	0	2	0	1	3	0	21	0
Zotu2105	1	9	7	0	10	6	0	11	5	5	0	1	13	4	2	5
Zotu3257	1	0	0	0	4	0	0	19	6	2	0	9	18	0	2	0
Zotu2120	1	2	4	0	0	2	0	0	0	1	78	0	4	0	0	0
Zotu3570	1	3	0	0	0	1	0	0	2	1	1	1	1	1	0	2
Zotu2237	1	2	3	1	0	0	0	0	11	3	51	23	33	0	1	0
Zotu1738	1	0	2	2	0	6	0	0	0	0	0	0	0	0	2	165
Zotu4025	1	6	4	1	3	1	0	0	11	4	9	7	14	1	0	0
Zotu2575	1	5	6	9	0	6	0	1	1	3	2	0	1	2	0	21
Zotu4093	1	0	3	7	2	8	0	4	2	6	2	0	2	1	3	14
Zotu3043	1	0	1	21	5	13	0	1	0	0	0	0	0	0	23	0
Zotu357	0	375	0	16	1	17	0	0	0	563	0	0	1	0	8	0
Zotu3508	0	26	0	0	0	0	0	0	0	21	0	0	0	0	0	0
Zotu196	0	355	0	267	0	323	0	0	1	575	0	4	3	0	164	1
Zotu2428	0	24	0	0	18	0	0	11	3	21	2	9	14	0	0	0
Zotu2090	0	1	0	1	0	1	0	1	12	6	84	8	22	0	0	5
Zotu258	0	140	0	273	0	309	0	1	8	139	48	1	3	0	179	23
Zotu4065	0	27	0	1	0	3	0	0	1	20	2	0	1	0	1	0
Zotu3761	0	7	0	0	12	0	0	25	1	4	0	0	0	0	0	7
Zotu530	0	286	0	0	1	0	0	1	1	246	3	0	3	0	0	0
Zotu4443	0	1	2	3	0	7	0	0	0	0	13	0	0	0	10	0
Zotu1162	0	109	0	1	0	3	0	0	9	81	2	3	4	1	0	1
Zotu4167	0	9	0	0	0	1	0	0	13	10	2	7	7	0	0	0
Zotu1147	0	34	0	0	0	0	0	0	6	48	92	6	4	0	0	35
Zotu2308	0	4	6	8	1	8	0	0	4	2	2	6	17	1	2	0
Zotu1060	0	83	0	0	0	0	0	0	36	53	11	27	58	0	0	1
Zotu4450	0	3	3	8	0	6	0	1	3	3	0	1	1	1	5	1
Zotu711	0	133	2	0	1	1	0	1	17	141	1	7	32	0	2	13
Zotu3405	0	32	0	0	0	0	0	0	0	25	0	0	0	0	0	0
Zotu2792	0	19	0	0	0	0	0	0	0	25	0	0	0	0	0	0
Zotu1813	0	8	0	0	0	0	0	0	10	3	2	14	50	0	0	0
Zotu1350	0	70	0	0	5	0	0	6	21	67	22	11	42	0	0	0
Zotu2544	0	6	0	1	0	0	0	1	17	4	5	6	18	0	0	0
Zotu3656	0	16	0	4	0	3	0	0	0	16	0	0	0	2	5	0
Zotu2703	0	29	0	1	1	0	0	0	2	24	0	2	8	0	0	0
Zotu3532	0	28	0	0	0	0	0	0	2	10	0	4	10	0	0	0
Zotu1177	0	115	0	0	0	0	0	0	0	108	0	0	0	0	0	0
Zotu2818	0	40	0	0	0	0	0	0	0	37	0	3	2	0	0	0
Zotu2911	0	9	0	0	0	0	0	0	25	1	1	11	10	0	0	0
Zotu1664	0	78	0	0	0	0	0	0	0	66	13	0	0	0	0	2
Zotu1237	0	16	0	0	0	0	0	2	28	14	4	20	72	0	1	0
Zotu1663	0	47	1	0	0	2	0	0	0	84	2	0	0	0	0	0
Zotu2493	0	25	0	0	0	0	0	0	12	23	0	10	19	0	0	0
Zotu2040	0	30	0	0	0	3	0	0	6	18	9	5	13	0	0	0
Zotu654	0	94	0	1	0	1	0	0	68	68	8	73	163	0	1	39
Zotu2688	0	8	20	1	0	0	0	0	1	3	9	1	2	21	0	0
Zotu827	0	105	0	10	209	9	0	284	12	63	1	10	31	0	5	0
Zotu2148	0	7	46	0	0	0	0	0	0	7	1	0	1	30	1	0
Zotu1347	0	102	0	0	1	1	0	0	3	101	1	0	2	0	0	0
Zotu2986	0	15	1	0	0	0	0	0	1	13	23	0	1	0	0	3
Zotu3055	0	30	0	0	0	0	0	0	14	19	5	7	5	0	0	0
Zotu1734	0	13	0	3	0	7	0	0	15	8	10	7	60	0	7	0
Zotu2449	0	31	1	2	0	0	0	0	0	24	0	1	0	0	0	0
Zotu3850	0	1	1	12	0	45	0	1	0	0	0	0	0	1	12	0
Zotu2788	0	15	0	2	1	1	0	3	3	22	31	0	4	0	3	27
Zotu3051	0	45	0	5	0	7	0	0	3	39	2	1	1	0	4	0
Zotu366	0	46	5	473	0	471	0	1	0	47	0	1	4	0	287	0
Zotu963	0	102	0	5	0	5	0	0	9	110	8	7	16	0	1	3
Zotu731	0	102	0	0	0	1	0	1	0	170	7	1	2	0	0	1
Zotu1015	0	20	0	1	15	1	0	35	23	21	17	28	39	1	4	1
Zotu1904	0	62	6	0	0	0	0	0	2	42	1	0	0	0	0	0
Zotu2330	0	44	0	0	0	0	0	0	3	31	12	1	4	0	0	15
Zotu1631	0	17	0	2	0	1	0	0	32	10	4	43	87	1	5	0
Zotu504	0	87	0	1	50	1	0	54	200	50	0	155	327	0	0	0
Zotu2399	0	26	0	0	5	0	0	19	0	30	2	0	0	0	0	2
Zotu1763	0	19	0	1	0	0	0	2	17	13	79	2	24	0	0	2
Zotu3023	0	14	6	2	1	2	0	2	0	16	5	0	1	2	0	5
Zotu1781	0	22	8	6	1	0	0	1	16	18	35	2	30	2	2	9
Zotu3107	0	29	0	2	2	0	0	0	2	33	2	0	2	0	0	3
Zotu3724	0	17	0	1	0	0	0	0	3	6	9	5	23	0	0	0
Zotu1400	0	102	2	13	1	37	0	1	1	86	0	0	0	2	19	0
Zotu4455	0	18	0	3	0	3	0	0	0	18	4	0	2	0	1	5
Zotu2114	0	4	0	1	0	3	0	1	2	3	0	0	8	0	0	96
Zotu3622	0	10	0	0	0	0	0	0	1	20	0	1	6	0	0	0
Zotu2036	0	14	1	7	0	7	0	0	10	14	1	4	18	1	4	0
Zotu1773	0	63	0	0	0	0	0	0	2	62	2	6	14	0	0	0
Zotu1186	0	73	0	0	0	0	0	0	0	87	0	0	0	0	0	0
Zotu726	0	146	0	4	0	3	0	0	39	118	11	21	58	1	3	0
Zotu628	0	38	0	0	0	0	0	0	106	27	13	99	169	0	0	0
Zotu1052	0	23	0	61	0	66	0	0	0	38	7	0	0	0	46	1
Zotu3874	0	21	0	1	0	3	0	1	0	1	15	0	0	0	0	0
Zotu2807	0	34	2	0	0	0	0	0	0	26	2	0	0	0	0	4
Zotu2479	0	12	1	0	0	0	0	0	7	10	40	12	16	0	0	4
Zotu1204	0	66	0	0	2	0	0	5	18	39	12	11	38	0	0	0
Zotu188	0	27	0	613	6	741	0	3	0	18	0	0	0	0	263	0
Zotu1205	0	13	0	0	0	0	0	0	49	31	0	24	78	0	0	0
Zotu1331	0	9	0	61	3	72	0	4	0	15	5	0	0	1	25	4
Zotu4203	0	3	3	0	0	0	0	0	0	2	15	2	5	0	1	15
Zotu1182	0	19	0	0	1	0	0	0	11	23	40	8	18	0	0	27
Zotu1651	0	31	0	1	0	0	0	0	17	17	11	17	39	0	1	0
Zotu3302	0	1	2	1	1	1	0	2	3	1	2	4	15	0	1	1
Zotu779	0	78	0	24	0	22	0	0	12	139	0	18	36	0	16	0
Zotu4099	0	8	1	3	2	1	0	2	2	13	0	2	4	0	4	0
Zotu2775	0	15	1	12	0	7	0	0	11	7	2	6	23	0	12	1
Zotu3078	0	13	0	0	0	0	0	0	15	11	5	9	28	0	0	17
Zotu752	0	44	1	0	0	0	0	0	56	27	46	24	91	0	0	0
Zotu3877	0	3	0	0	0	0	0	0	8	7	0	11	14	0	0	0
Zotu4387	0	3	0	6	0	5	0	0	0	4	0	0	0	0	0	0
Zotu2581	0	12	1	0	3	0	0	4	7	13	6	2	20	0	0	10
Zotu2822	0	21	0	6	0	5	0	0	0	21	0	0	0	0	8	0
Zotu1268	0	45	0	0	0	0	0	0	5	36	5	3	13	0	1	60
Zotu2124	0	18	1	6	14	8	0	14	2	7	4	3	7	0	2	1
Zotu2432	0	8	0	9	16	12	0	19	0	7	2	0	0	0	7	0
Zotu2375	0	19	0	0	0	0	0	0	1	25	10	0	4	0	0	1
Zotu2329	0	31	0	0	0	0	0	0	4	23	1	0	3	0	0	0
Zotu2662	0	1	0	0	0	0	0	0	10	1	0	7	16	0	0	0
Zotu3566	0	18	0	0	16	0	0	25	20	11	0	13	33	0	1	0
Zotu1053	0	13	0	165	0	136	0	0	0	12	0	0	0	0	117	0
Zotu1655	0	57	0	11	7	12	0	5	0	41	1	0	0	0	11	0
Zotu4117	0	16	0	1	0	0	0	0	10	7	0	2	13	0	0	3
Zotu3827	0	44	0	0	0	0	0	0	1	42	3	0	1	0	0	0
Zotu1184	0	88	0	0	0	0	0	0	3	50	0	3	8	0	0	0
Zotu3452	0	67	0	0	0	3	0	0	1	47	0	0	3	0	0	1
Zotu3884	0	15	0	12	0	7	0	0	1	23	2	1	0	0	7	0
Zotu1955	0	37	0	0	0	1	0	0	0	45	0	0	1	0	0	0
Zotu3444	0	4	2	2	0	4	0	0	3	4	2	0	3	0	3	2
Zotu2485	0	6	2	5	0	6	0	0	5	10	1	1	9	0	0	0
Zotu3585	0	5	1	4	1	6	0	3	1	4	6	1	8	0	0	7
Zotu1516	0	6	0	0	2	2	0	7	7	5	95	3	12	0	1	0
Zotu2411	0	31	0	0	0	0	0	0	0	15	12	0	0	0	0	0
Zotu1741	0	9	0	44	0	65	0	0	0	0	0	0	0	0	27	0
Zotu2761	0	18	0	0	0	0	0	0	4	21	0	10	28	0	0	0
Zotu624	0	51	0	2	32	2	0	65	55	68	1	26	94	0	0	1
Zotu3011	0	9	0	2	0	1	0	0	5	10	12	9	13	2	0	0
Zotu3297	0	4	1	2	0	0	0	0	2	4	12	1	6	0	0	1
Zotu2738	0	17	5	1	2	0	0	0	0	5	28	2	4	10	3	4
Zotu2039	0	2	0	0	57	0	0	86	2	3	0	0	3	0	0	7
Zotu2389	0	38	0	0	0	0	0	0	3	73	3	1	2	1	0	0
Zotu454	0	3	53	303	0	430	0	1	0	2	10	0	0	29	3	1
Zotu4026	0	7	1	0	0	2	0	0	1	2	21	1	0	0	0	0
Zotu4211	0	4	0	0	6	0	0	5	8	2	0	5	15	1	0	4
Zotu4192	0	13	0	0	0	0	0	0	4	6	0	2	10	0	0	1
Zotu2865	0	25	7	0	0	1	0	0	2	16	1	12	11	0	0	1
Zotu3713	0	25	0	0	1	0	0	1	0	26	0	0	0	0	0	0
Zotu1681	0	4	0	0	19	0	0	45	7	2	1	4	11	0	0	0
Zotu3403	0	16	0	0	0	0	0	0	0	23	1	1	0	0	1	0
Zotu2776	0	30	2	0	0	2	0	0	0	27	0	0	0	0	0	0
Zotu3149	0	27	0	0	0	0	0	0	1	24	1	1	1	0	2	0
Zotu2592	0	2	0	0	0	0	0	0	16	2	0	8	19	0	0	0
Zotu1736	0	7	0	0	44	0	0	63	0	7	0	0	1	1	0	6
Zotu4318	0	1	0	0	16	0	0	13	0	0	0	0	0	0	0	1
Zotu3025	0	4	1	0	0	0	0	1	8	0	30	10	11	0	0	1
Zotu4265	0	10	0	0	0	2	0	0	0	3	0	0	0	0	0	0
Zotu2025	0	3	4	24	10	32	0	21	0	2	0	0	9	0	14	2
Zotu3740	0	11	0	0	0	0	0	0	5	16	2	1	3	0	0	0
Zotu2845	0	1	0	22	0	25	0	0	0	0	0	0	0	0	26	0
Zotu1404	0	33	0	18	5	18	0	16	0	33	10	0	0	1	13	0
Zotu4006	0	11	0	2	1	1	0	2	2	5	1	0	3	1	1	3
Zotu2733	0	2	0	0	0	0	0	0	6	5	18	4	0	0	0	0
Zotu3349	0	3	6	2	2	1	0	3	2	2	4	2	14	2	0	1
Zotu3425	0	10	0	0	0	1	0	0	9	5	0	11	14	0	0	0
Zotu2829	0	18	4	15	0	28	0	0	0	18	0	0	0	0	21	0
Zotu1212	0	14	0	3	0	2	0	1	0	13	0	0	0	1	0	203
Zotu3513	0	8	0	0	0	0	0	0	9	4	0	5	17	0	0	0
Zotu4392	0	1	0	0	0	0	0	0	0	1	3	2	3	0	2	0
Zotu3455	0	2	3	0	0	0	0	0	0	1	1	0	3	0	0	0
Zotu1082	0	4	7	87	0	85	0	2	2	1	9	0	3	2	51	22
Zotu2500	0	4	2	0	0	1	0	0	21	1	14	14	47	2	0	4
Zotu4031	0	12	0	5	5	2	0	12	2	14	3	0	3	0	1	1
Zotu2856	0	33	0	0	0	0	0	0	0	42	4	0	0	0	0	0
Zotu2843	0	12	3	1	33	0	0	55	1	8	9	3	2	1	0	0
Zotu1808	0	43	0	12	0	2	0	0	13	32	4	10	1	0	16	0
Zotu3745	0	27	0	0	0	0	0	0	3	1	2	3	10	0	0	2
Zotu2877	0	9	0	0	0	0	0	0	11	8	36	17	26	0	0	0
Zotu3605	0	2	2	0	1	0	0	1	0	1	0	0	0	0	0	22
Zotu1838	0	57	0	1	0	1	0	1	2	54	1	2	3	0	1	2
Zotu875	0	6	0	0	113	3	0	169	0	0	4	0	0	0	1	1
Zotu3848	0	15	0	0	0	0	0	0	0	13	0	0	0	0	0	0
Zotu3729	0	1	3	0	0	1	0	1	3	2	13	1	3	1	0	0
Zotu3581	0	34	0	1	0	0	0	0	9	15	0	1	24	1	0	0
Zotu3959	0	22	0	0	0	0	0	0	0	14	0	0	0	0	0	0
Zotu2364	0	10	0	22	1	26	0	0	0	8	4	0	0	0	20	0
Zotu1959	0	1	1	47	0	57	0	0	0	0	0	0	0	0	24	0
Zotu4024	0	3	0	0	0	0	0	0	1	5	1	1	6	0	1	2
Zotu3371	0	25	0	0	0	0	0	0	3	18	1	0	1	0	0	1
Zotu1792	0	7	1	1	3	0	0	4	18	12	11	14	52	1	1	5
Zotu969	0	22	0	0	0	2	0	1	20	34	85	11	36	0	0	2
Zotu2917	0	39	0	0	0	0	0	0	0	25	0	1	1	0	0	0
Zotu4073	0	1	0	7	11	10	0	10	1	1	0	0	1	0	4	0
Zotu3974	0	4	0	0	0	0	0	0	9	9	0	5	20	0	0	6
Zotu2685	0	15	3	4	1	0	0	0	9	5	2	8	11	1	2	2
Zotu521	0	11	45	222	0	263	0	0	0	4	28	0	1	78	0	0
Zotu2663	0	16	1	0	0	0	0	2	4	15	4	1	11	1	0	3
Zotu3497	0	41	0	3	0	2	0	0	1	28	4	0	0	1	4	2
Zotu1460	0	4	6	6	0	9	0	0	42	3	3	17	87	1	5	3
Zotu1559	0	13	0	1	0	4	0	0	10	13	0	14	34	0	4	0
Zotu181	0	24	0	0	0	1	0	1	0	17	1335	0	4	0	0	2
Zotu2651	0	2	0	0	0	0	0	0	5	0	4	6	47	0	0	0
Zotu2260	0	2	2	0	0	1	0	0	0	3	0	0	1	0	1	59
Zotu4458	0	5	4	0	1	2	0	2	2	8	7	0	12	0	1	3
Zotu1145	0	1	0	0	86	1	0	156	0	0	0	0	0	0	0	0
Zotu2560	0	3	0	0	15	0	0	27	0	0	24	0	0	0	0	0
Zotu2908	0	10	5	18	0	27	0	0	0	7	0	0	0	1	9	0
Zotu2914	0	42	0	0	0	0	0	0	0	29	0	0	0	0	0	0
Zotu2191	0	13	0	0	0	0	0	0	10	6	23	7	25	0	0	30
Zotu3389	0	5	0	0	0	0	0	0	0	5	22	0	0	0	0	0
Zotu1342	0	13	0	58	0	45	0	0	3	9	3	1	14	0	25	0
Zotu3672	0	15	0	1	0	2	0	0	5	6	3	2	5	0	2	0
Zotu3314	0	10	0	0	0	0	0	0	0	13	0	0	1	0	0	62
Zotu2779	0	3	0	0	0	0	0	0	4	6	0	0	5	0	0	48
Zotu4259	0	3	0	0	0	0	0	0	0	2	30	1	0	0	0	0
Zotu1255	0	3	0	0	0	0	0	0	15	4	57	27	96	0	0	0
Zotu2021	0	5	0	0	0	0	0	0	1	7	151	1	0	0	0	0
Zotu4241	0	8	5	0	0	0	0	0	1	6	0	4	1	2	0	0
Zotu2352	0	18	1	1	0	2	0	4	0	30	0	0	0	0	0	0
Zotu3689	0	5	2	2	16	1	0	20	3	8	16	2	0	0	6	0
Zotu2979	0	6	3	0	0	0	0	0	0	2	37	0	0	5	1	0
Zotu931	0	78	37	0	1	0	0	0	0	80	30	1	4	3	0	0
Zotu401	0	14	2	1	33	1	0	34	81	17	626	44	153	1	0	1
Zotu2847	0	5	0	0	0	0	0	0	0	3	25	0	3	0	0	45
Zotu1326	0	14	3	0	72	0	0	74	0	15	4	1	0	1	0	0
Zotu3291	0	18	0	0	25	0	0	40	0	9	18	0	0	0	0	9
Zotu1698	0	21	2	0	1	0	0	1	5	21	45	2	13	0	0	0
Zotu1605	0	15	1	4	2	1	0	0	5	24	39	6	16	4	0	1
Zotu1554	0	8	0	0	4	0	0	12	0	8	36	0	1	0	1	151
Zotu4135	0	16	0	0	0	0	0	0	2	16	0	0	1	0	0	0
Zotu2187	0	2	0	0	0	1	0	0	19	4	21	14	41	0	0	15
Zotu3821	0	7	1	0	0	1	0	0	4	3	8	7	7	0	0	1
Zotu1045	0	11	0	0	182	0	0	158	0	10	0	0	0	0	0	0
Zotu2333	0	28	0	0	3	0	0	5	0	31	0	0	0	0	0	0
Zotu3356	0	1	0	0	1	0	0	0	29	0	14	12	58	0	0	0
Zotu1925	0	8	0	0	14	3	0	43	1	6	1	0	0	0	1	1
Zotu2008	0	29	1	0	0	1	0	0	0	33	0	0	0	0	0	0
Zotu4105	0	2	0	0	0	1	0	2	3	2	39	1	1	3	0	2
Zotu16	0	9	1	2	0	0	0	0	158	7	5640	74	237	2	0	0
Zotu3154	0	11	0	0	0	0	0	0	0	20	0	0	0	0	0	0
Zotu4019	0	1	0	4	16	6	0	30	2	2	5	1	0	0	5	3
Zotu3815	0	2	0	0	1	0	0	2	2	1	24	0	2	0	0	0
Zotu4434	0	1	0	0	0	0	0	0	2	0	0	6	19	0	2	0
Zotu3215	0	4	1	4	0	3	0	0	7	2	3	5	18	0	2	38
Zotu2050	0	5	0	0	0	0	0	0	8	8	23	16	21	0	0	1
Zotu4058	0	14	1	2	0	3	0	0	9	15	0	7	20	1	2	2
Zotu3260	0	14	2	5	6	2	0	23	0	10	4	0	1	1	1	0
Zotu3014	0	5	0	17	0	24	0	0	0	6	1	0	0	0	24	0
Zotu4253	0	10	0	5	0	10	0	0	1	22	0	0	0	0	10	0
Zotu947	0	14	0	0	0	0	0	0	48	14	15	56	91	0	0	0
Zotu2985	0	21	1	0	0	0	0	0	0	11	5	0	1	0	0	3
Zotu2060	0	3	0	0	22	0	0	37	3	1	8	3	1	0	0	1
Zotu2907	0	4	0	0	0	2	0	0	7	9	3	5	29	0	3	3
Zotu2110	0	13	0	0	0	0	0	0	1	10	57	1	5	0	1	0
Zotu3714	0	1	0	0	0	0	0	0	0	7	15	0	1	4	0	2
Zotu2134	0	19	0	0	0	0	0	0	1	46	20	0	0	0	0	0
Zotu2486	0	3	0	14	0	14	0	0	2	1	0	2	1	0	18	0
Zotu4469	0	2	5	2	2	2	0	4	0	1	0	0	5	0	0	3
Zotu1501	0	3	1	0	8	0	0	12	24	4	1	35	60	0	0	0
Zotu2690	0	6	5	15	0	23	0	0	0	3	0	0	2	0	18	1
Zotu1896	0	18	0	1	20	0	0	34	1	27	38	1	2	0	0	2
Zotu2559	0	25	0	7	0	5	0	0	4	48	2	4	2	0	4	0
Zotu3200	0	4	0	11	0	4	0	0	0	3	0	1	0	0	15	0
Zotu2686	0	2	0	1	0	0	0	0	9	8	11	8	12	0	0	0
Zotu4311	0	7	0	2	0	0	0	0	3	8	3	3	7	1	0	0
Zotu3753	0	5	3	0	0	0	0	0	3	5	33	1	5	2	0	9
Zotu3216	0	7	0	4	0	3	0	0	7	3	0	8	22	3	5	2
Zotu659	0	23	0	0	0	0	0	0	25	34	170	28	65	0	0	20
Zotu3578	0	12	0	0	0	0	0	0	0	22	0	0	0	0	0	8
Zotu791	0	2	0	0	24	0	0	27	42	3	47	41	71	0	0	2
Zotu3381	0	5	0	4	10	2	0	5	4	1	0	5	7	0	1	0
Zotu4071	0	7	0	4	0	4	0	0	1	1	5	3	0	1	0	1
Zotu4404	0	7	2	1	0	0	0	0	0	7	6	1	1	3	1	12
Zotu4127	0	3	4	0	1	5	0	3	2	3	3	0	1	3	1	19
Zotu3328	0	19	0	11	1	9	0	3	0	10	1	0	0	1	14	0
Zotu4381	0	8	4	0	0	0	0	1	0	6	21	0	3	4	0	0
Zotu4256	0	18	0	0	0	0	0	0	1	22	0	0	1	0	0	0
Zotu1336	0	9	7	35	0	28	0	0	0	7	0	0	0	0	20	0
Zotu4406	0	4	0	6	0	16	0	0	3	1	13	4	7	0	5	16
Zotu3922	0	1	0	0	0	0	0	0	0	19	0	0	7	0	0	0
Zotu3481	0	1	0	0	0	0	0	0	5	2	2	2	10	0	0	3
Zotu3907	0	12	0	7	0	19	0	0	1	9	6	1	1	1	5	19
Zotu3348	0	6	0	0	0	1	0	1	21	8	6	15	32	0	0	0
Zotu886	0	12	11	2	0	1	0	1	0	29	271	0	0	21	7	0
Zotu3134	0	1	0	20	0	14	0	0	0	5	1	0	0	0	18	0
Zotu835	0	22	3	60	59	66	0	93	2	31	13	2	6	0	52	5
Zotu3565	0	3	0	1	2	5	0	18	0	1	0	0	9	0	2	0
Zotu3735	0	2	0	9	0	4	0	0	0	8	0	0	0	0	3	0
Zotu4234	0	5	0	2	0	4	0	0	3	6	0	5	3	0	0	0
Zotu2137	0	3	0	0	0	0	0	0	4	0	0	12	67	0	0	0
Zotu3467	0	6	0	0	0	0	0	0	0	0	26	0	0	0	0	0
Zotu3960	0	12	0	0	0	0	0	0	0	16	3	0	1	0	0	5
Zotu2426	0	22	0	0	0	0	0	0	0	20	0	2	6	0	0	0
Zotu3933	0	10	0	29	4	20	0	11	0	18	1	1	0	0	17	1
Zotu1579	0	1	0	0	54	0	0	94	0	0	0	0	0	0	0	0
Zotu3972	0	4	0	1	0	0	0	0	1	2	8	3	8	0	0	0
Zotu3523	0	4	3	2	0	1	0	0	0	5	11	0	0	3	1	1
Zotu2567	0	2	0	0	0	0	0	0	12	0	8	7	24	1	0	0
Zotu2514	0	2	0	0	0	0	0	0	12	1	7	12	30	0	0	0
Zotu3519	0	4	0	0	0	0	0	0	1	8	8	1	4	0	0	0
Zotu2146	0	4	31	6	0	1	0	0	2	8	15	0	1	29	0	2
Zotu4165	0	6	0	6	0	4	0	0	6	10	2	3	5	0	2	0
Zotu3105	0	4	2	0	1	0	0	2	27	6	0	9	32	2	0	1
Zotu611	0	8	0	0	4	0	0	4	73	16	5	70	142	0	1	2
Zotu1498	0	2	0	0	0	0	0	0	26	4	12	14	139	0	0	1
Zotu3614	0	1	7	1	0	6	0	1	0	3	2	1	3	1	2	3
Zotu1315	0	1	3	102	0	132	0	1	1	0	1	0	0	2	55	1
Zotu3784	0	1	0	0	0	0	0	0	1	0	15	2	1	0	0	0
Zotu2823	0	4	0	1	1	1	0	1	11	1	3	9	14	0	0	1
Zotu4218	0	8	0	0	0	0	0	0	0	5	5	2	2	1	0	12
Zotu1945	0	6	0	0	0	0	0	0	17	3	23	9	98	0	0	9
Zotu452	0	1	0	0	0	0	0	0	92	1	80	142	504	0	0	0
Zotu1549	0	9	15	2	0	3	0	0	0	12	69	0	0	4	0	0
Zotu3233	0	16	1	3	5	7	0	3	0	4	9	1	5	4	1	4
Zotu2230	0	1	0	7	0	8	0	1	0	0	2	0	0	0	2	52
Zotu2367	0	2	1	0	0	0	0	0	0	2	39	0	0	2	2	0
Zotu2398	0	3	0	0	0	0	0	6	30	6	3	36	78	0	0	4
Zotu1978	0	12	0	0	0	0	0	0	4	3	33	2	10	0	0	3
Zotu3646	0	1	0	0	0	0	0	0	10	2	1	10	11	0	0	0
Zotu2511	0	6	0	0	0	0	0	0	0	3	61	0	1	0	0	0
Zotu1821	0	4	3	24	18	23	0	18	0	1	0	0	0	0	13	0
Zotu3071	0	1	1	9	0	8	0	1	2	2	0	4	3	1	8	0
Zotu3124	0	3	0	0	0	0	0	1	0	1	14	1	2	0	0	42
Zotu2334	0	7	0	0	0	0	0	0	25	2	0	13	58	0	0	0
Zotu2780	0	4	4	5	0	1	0	3	0	4	0	0	1	1	0	0
Zotu4147	0	1	0	0	0	0	0	0	13	0	1	1	28	0	0	0
Zotu3886	0	4	1	3	1	5	0	1	2	3	3	1	2	0	1	10
Zotu1001	0	2	0	12	4	5	0	11	73	2	0	65	126	0	6	8
Zotu4087	0	10	1	5	0	4	0	0	1	10	1	0	1	1	6	3
Zotu4293	0	3	0	0	1	0	0	1	4	6	1	1	7	0	0	4
Zotu2600	0	2	1	3	20	9	0	61	16	1	0	4	11	1	0	0
Zotu4091	0	6	1	2	0	5	0	1	0	11	3	0	1	0	3	1
Zotu4021	0	13	0	1	0	1	0	0	4	6	0	1	12	0	0	0
Zotu403	0	8	117	1	3	0	0	8	0	7	349	0	0	39	5	0
Zotu4426	0	2	2	2	2	0	0	0	2	0	1	1	5	1	1	0
Zotu4460	0	2	0	0	0	0	0	0	1	0	50	2	6	0	0	0
Zotu3880	0	4	5	1	0	0	0	2	11	1	7	5	9	1	1	1
Zotu1521	0	3	0	56	1	45	0	1	3	0	0	2	10	0	44	2
Zotu523	0	2	0	1	258	5	0	330	1	1	1	1	7	1	0	1
Zotu3723	0	4	1	0	0	0	0	1	3	11	2	3	5	0	0	2
Zotu3419	0	4	0	1	0	0	0	0	0	8	4	1	1	1	0	0
Zotu1948	0	3	3	10	12	18	0	17	0	3	1	0	0	0	6	11
Zotu2233	0	7	0	20	0	11	0	0	4	5	3	5	18	0	12	2
Zotu2928	0	8	0	1	0	0	0	0	0	0	0	0	2	0	2	19
Zotu3553	0	1	0	16	0	15	0	0	1	0	0	0	1	0	10	0
Zotu546	0	1	0	6	161	5	0	187	67	0	15	65	143	1	8	0
Zotu2583	0	6	2	55	0	67	0	0	0	5	0	0	0	2	54	0
Zotu2766	0	1	0	0	0	0	0	1	18	3	19	17	60	1	0	0
